實體1,關係,實體2,新實體1,新實體2,新關係
企業,建立,遞延稅項,企業,遞延稅項,Created-by
遞延稅項,關聯性,股票評價,遞延稅項,股票評價,related-to
企業,採取,應付稅款法,企業,合法性,decided-by
企業,估計,暫時性差異金額,企業,暫時性差異金額,depends-on
差異,具有,價值攸關性,差別,特徵,include
遞延稅項,關聯,盈餘管理,遞延稅項,盈餘管理,related-to
企業,採用,應付稅款法,企業,合法性,decided-by
企業,採用,納稅影響會計法,企業,特徵,decided-by
企業,壓力,盈餘平穩化,企業,盈餘平穩化,affect
企業,幅度,裁量性應計項目,企業,作為,related-to
項目,關係,遞延稅款貸項變動淨額,項目,作用,related-to
知識社會學,觀點,經驗研究,社會參與,經驗考慮,related-to
中國大陸,報紙,文本分析,中國大陸,敘述,Created-by
時評作者,訪談,研究,時評作者,科研,not depends-on
社會結構,關聯,傳媒話語生產,社會結構,傳布,related-to
傳媒,分析,新聞呈現,傳布,新聞媒介,affect
傳媒,分析,言論表達,傳布,言論,affect
中國大陸,思考,民意研究,中國大陸,民意調查,affect
媒體,角色,意識形態,媒體,意識形態,is-a
社會轉型,走向,社會的生產,社會轉型,能力,not changed-by
政治領域,改革,威權政體,政治資本,威權統治,changed-by
傳媒生產,形塑,社會知識,傳布,社會文化,changed-by
社會知識,形塑,強制性合意,社會文化,強制性合意,changed-by
強制性合意,鞏固,威權政體,強制性合意,威權統治,affect
輿論表達,機制,隨機的,輿論表達,隨機的,depends-on
輿論表達,機制,不確定的,輿論表達,不安,depends-on
公共事件,累積,媒介生產,公共事件,傳布,increased-by
國家,關係,市場,國家,市場,related-to
媒介生產,變化,權力網路,傳布,權力網路,changed-by
媒介,改變,社會政治語境,傳布,政治影響力,changed-by
台灣產業,外移,大陸,台灣產業,大陸,located-in
六四事件,之後,開始快速增加,六四,感受,related-to
非官方統計,根據,1992年,非官方統計,1957年,requires
台灣,在,大陸,臺灣,大陸,located-in
直接投資總額,達,美金100億以上,能力,四O多億美元,not_include
過半數,集中,廣東與福建沿海地區,過半數,南方沿海省分,not_related-to
有幾個問題,值得,探討,有幾個問題,考量,related-to
台灣投資者,與,其它“傳統”的跨國企業,兩岸消費者,闡明,related-to
台灣投資者,不同之處,規模較小,兩岸消費者,規模較小,not-related-to
生產組織,不像,大型跨國公司,生產單位,企業,not-affect
台灣製造業者,在,中國大陸,理念,中國大陸,located-in
投資過程中,不像,大規模的跨國企業,台北的優勢,流亡台灣人,not-affect
大規模跨國企業,必需,與北京的中央級官僚機構打交道,運作,能力,requires
台灣製造業者,向,地方鄉、市級政府,理念,蘇州地方政府,related-to
小型投資案件,彈性大且時效快,不需層層上報至中央,放寬投資領域,能力,depends-on
鄉市鎮政府官員,成為,台商在大陸投資的重要合作對象,蔡政府執政,其利弊興革,is-a
台商投資,放在,中國大陸地方財政權力增加,台商投資,環境,located-in
台商投資,放在,台資本身的特色架構,台商投資,能力,located-in
新國際分工模型,忽略,資本輸入地區的地方性問題,新國際分工模型,依據,reject
三邊聯盟模型,忽略,中央與地方政府之間的權力關係問題,三邊聯盟模型,能力,reject
自然資源,保育,需要密集的勞力,自然景觀,能力,affect
社會部門,參與,保育,社會工作,保育,part-of
社會部門,包括,資源取用者,社會工作,能力,include
社會部門,包括,志願組織,社會工作,志願組織,include
社會部門,依賴,強大的網絡,社會工作,能力,depends-on
社會部門,依賴,有效的規範,社會工作,意義,depends-on
社會部門,依賴,人際之間的信任關係,社會工作,作用,depends-on
社會部門,推動,自我管理的集體行動,社會工作,能力,affect
中國大陸,發展,參與式的自然資源保育集體行動,中國大陸,勞動,affect
村民,在,國際非營利組織的引導下,村民,能力,located-in
村民,取得,政府的協助,村民,能力,depends-on
村民,自主管理,解決拉市海魚源枯竭的問題,村民,一定,not-depends-on
市民社會,重建,參與治理,市民社會,參與治理,depends-on
中國,加入,WTO,中方,WTO,include
經濟開放程度,加深,中國,反應,中方,affect
金融業,面臨,競爭,金融業,競爭,depends-on
中國,經濟,成長,中方,成長,not-increased-by
中國銀行業,快速,擴張,中國銀行業,擴張,related-to
2007年,已有,45家銀行,1988年,45家銀行,include
45家銀行,進入,全球一千大,45家銀行,全球一千大,located-in
中國銀行業,加速,國際化,中國銀行業,國際化,affect
中國銀行業,對外擴張,據點,中國銀行業,據點,affect
中國銀行業,設立,120個海外分支機構,中國銀行業,特徵,Created-by
海外分支機構,位於,29個國家,規劃,29個國家,located-in
因素,影響,中國銀行業國際化拓展,因素,企業,affect
因素,為,企業的海外直接投資,因素,理念,triggered-by
因素,為,出口,因素,出口,triggered-by
中國銀行業,對外直接投資,趨勢,中國銀行業,趨勢,related-to
對外直接投資,追隨,中國企業國際化腳步,能力,企業,related-to
談判理論,基礎,探討,磋商,考量,part-of
「後農業稅時代」,問題,中國大陸農村基層治理,時期,中國農村改革,related-to
農村,推行,基層選舉,農民,基層選舉,affect
村民委員會,選舉,強化,村民,強化,decided-by
選舉,強化,自治能力,選舉,自治能力,affect
取消,惡化,鄉鎮財政能力,取消,鄉鎮財政能力,decreased-by
兩種作用,相互影響,村莊公共財總供給,兩種,型態,affect
模型,分析,選舉與取消農業稅,模式,選舉與取消農業稅,affect
基層選舉與取消農業稅,影響,村莊公共財總供給,選舉與取消農業稅,型態,affect
影響,取決於,村莊所得規模,影響,感受,depends-on
經濟較富裕,稅費改革後,村莊公共財總供給,經濟較富裕,型態,related-to
經濟貧困,公共財總供給,停滯,經濟貧困,停滯, related-to
掠奪性國家,模型,財政,國家競爭力,財政,is-a
威權主義,分析,國家財政能力,威權主義,國家,affect
威權體制,相比,民主體制,威權統治,民主體制,not-related-to
統治者,壟斷,資源,統治,資源,affect
統治者,傾向,財政集權,統治,財政集權,related-to
租稅,交易成本,高,租稅,高度,depends-on
監督納稅人,交易成本,高,監督納稅人,高度,depends-on
委託代理,成本,高,委託代理,高度,depends-on
租稅收益,收歸,中央,租稅,中央,related-to
收稅成本,攤派,下級單位,稅收,下級單位,decided-by
收稅成本,攤派,地方政府,稅收,地方政府,decided-by
地方代理人,掠奪,納稅人,本地區,納稅人,affect
財政支出,增加,行政官僚利益,財政支出,特徵,affect
威權體制,導致,行政官僚開支膨脹,威權統治,勞動,triggered-by
威權體制,導致,財政支出逆向分配,威權統治,回應,triggered-by
中國大陸,改革,分稅制,中國大陸,分稅制,changed-by
固定效果模型,確認,財政集權負面後果,作用,財政集權負面後果,decided-by
地方政府,承擔,財政支出,地方政府,財政支出,requires
地方政府,承擔,負債,地方政府,負債,requires
趨勢,下,財政收入集權,趨勢,為例,not located-in
趨勢,導致,行政官僚費用擴張,趨勢,特徵,triggered-by
趨勢,排擠,公共支出,趨勢,公共支出,affect
趨勢,加重,對農民剝削,趨勢,對農民剝削,affect
趨勢,造成,貧富差距,趨勢,貧富差距,triggered-by
趨勢,造成,區域差距,趨勢,差別,triggered-by
威權主義,影響,國家財政管理效率,威權主義,政治承包制,affect
威權主義,影響,租稅公平,威權主義,租稅公平,affect
重慶直轄市化,深受,世人關注,重慶直轄市化,世人關注,affected-by
重慶直轄市化,為,令人矚目,重慶直轄市化,吸引,triggered-by
行政體制,升格,重慶直轄市化,行政,重慶直轄市化,increased-by
區域政府,形成,重慶直轄市化,區域政府,重慶直轄市化,created-by
人口,佔,農業人口,本地人,農民,affect
三峽工程,與,移民配套措施,三峽大壩,移民配套措施,related-to
三峽工程,配套措施,前所未見,三峽大壩,前所未見,include
發展歷史,透過,相關文獻,發展歷史,相關政策,depends-on
超級城市,乃是,中央計畫經濟戰略,大都市,體制,is-a
中央計畫經濟戰略,空間表象,西方資本主義市場經濟,體制,市場與經濟,related-to
西方資本主義市場經濟,不同,城市聚集經濟,市場與經濟,都市,not-related-to
長江流域,區域城市,上海,長江流域,上海, located-in
東南城鎮,發展模式,江浙模式,南－南,江浙模式,not-related-to
東南城鎮,發展模式,蘇南模式,南－南,蘇南,not-related-to
重慶現象,空間發展,意義,重慶現象,意義, related-to
農村,發展,經濟,農民,經濟,affect
經濟組織,出現,地區,經濟聯繫,本地區,triggered-by
協會,提供,技術,協會,技術,requires
協會,提供,服務,協會,服務,requires
協會,填補,空白,協會,空白,depends-on
空白,政策,執行,空白,運行,related-to
協會,聯繫,政府,協會,政府,related-to
協會,聯繫,社會,協會,社會,related-to
協會,擁有,認可,協會,互信,include
協會,擁有,支持,協會,支持,include
協會,提供,資金,協會,資金,requires
協會,結合,资本,協會,资本,related-to
角色,運作,經濟,角色,經濟,related-to
協會,協會,重要,協會,重要,is-a
協會,地方,密切,協會,密切,located-in
經濟,出現,特徵,經濟,特徵,triggered-by
一九九○年代後期,以,集中資源,改革,集中資源,requires
高科技,與,歐美,高科技,歐美,related-to
決策階層,背書,跨越式發展理論,決策層,有利,decided-by
跨越式發展理論,成為,二十一世紀大陸經濟發展主軸,有利,東亞發展論,is-a
一九九八年五月,前中共中央總書記,江澤民,一九九八年五月,江澤民,is-a
江澤民,提出,建設世界一流大學願景,江澤民,發展,depends-on
高等教育發展,帶入,卓越之旅,高等教育發展,卓越之旅,include
特定大學,以,歐美大學發展經驗,特定大學,歐美大學發展經驗,requires
大學,推動,改革,大學,改革,affect
大學,轉型為,研究型大學,大學,大學, changed-by
一九五○年代初,名列,重點大學,二OOO年,重點大學,not-included
重點大學,脫穎而出,近百所重點大學,重點大學,主張,affected-by
主要,歸之於,一九八○年代菁英發展模式,主要,制度化,located-in
主要,歸之於,國家政策貫徹,主要,特徵,located-in
大學,擠入,世界高等教育市場,大學,世界高等教育,related-to
大學,競爭,歐美大學,大學,歐美大學,affect
大學,面對,挑戰,大學,挑戰,affect
改革模式,由上而下,基層為主,改革模式,基層為主,related-to
改革模式,導向,民主的市場競爭模式,改革模式,特徵,triggered-by
大學,獲取,學術空間,大學,學術空間,requires
大學,建立,自我特色,大學,自我特色,Created-by
華文風潮,興起,數位出版,華文風潮,數位出版,triggered-by
數位出版,有助於,文化傳播,數位出版,交往,triggered-by
華文,地區,臺灣,華文,臺灣,located-in
華文,地區,中國大陸,華文,中國大陸,located-in
構面,包括,技術,構面,技術,include
構面,包括,授權模式,構面,授權模式,include
構面,包括,內容,構面,內容,include
構面,包括,經營模式,構面,經銷商,include
臺灣,發展,數位出版產業,臺灣,數位出版產業,affect
中國大陸,發展,數位出版產業,中國大陸,數位出版產業,affect
大陸,分析,現況,大陸,現狀,affect
中國籃協,註冊,男子職業籃球俱樂部,中國籃協,男子職業籃球俱樂部,requires
男子職業籃球俱樂部,共有,21隊,男子職業籃球俱樂部,21隊,part-of
甲A俱樂部,有,12隊,甲A俱樂部,12隊,depends-on
籃球俱樂部,發展,不盡相同,籃球俱樂部,不盡相同,affect
俱樂部,資金來源,贊助企業,俱樂部,贊助企業, Created-by
經營方式,有,差異,經銷商,差別,depends-on
俱樂部,經費來源,不穩定,俱樂部,疑義, Created-by
俱樂部,經濟收入來源,門票收入,俱樂部,門票收入,part-of
俱樂部,經濟收入來源,主場承辦費,俱樂部,主場承辦費,part-of
經濟收入,廣告收入,偏低,經濟收入,偏低,not-includes
經濟收入,電視轉播權,偏低,經濟收入,偏低,not located-in
經濟,成長,中國大陸,經濟,中國大陸,affect
世界貿易組織,加入,中國大陸,世界貿易組織,中國大陸,include
中國大陸,受到,農產品貿易商,中國大陸,農產貿易商,triggered-by
中國大陸,受到,研究中國問題學者,中國大陸,參考,triggered-by
準確性,重要,預測,準確性,預測,related-to
需求體系,比較,省級資料,供需模型,省級資料,related-to
資料,使用,城鎮居民消費,資訊,特徵,depends-on
需求體系,包括,似乎理想需求體系,供需模型,規劃,include
需求體系,包括,線性近似之似乎理想需求體系,供需模型,矛盾和折衝,include
需求體系,包括,線性支出體系,供需模型,結構性短缺,include
需求體系,包括,二次支出體系,供需模型,能力,include
需求體系,比較,樣本區間內、外預測準確度,供需模型,動向,related-to
似乎理想需求體系,是,最佳模型,規劃,最佳模型,related-to
消費量,增加,所得提高,消費量,提高,affect
趨勢,嘉惠,漁業,趨勢,漁業,affect
趨勢,嘉惠,牧業,趨勢,牧業,affect
趨勢,嘉惠,飼料業,趨勢,飼料業,affect
趨勢,嘉惠,出口,趨勢,出口,affect
價格彈性,相當高,估計,價格彈性,估計,not-is-a
貿易商,需謹慎,定價策略,經貿,定價策略,related-to
貿易商,維持,獲利能力,經貿,獲利能力,not-changed-by
系統論,視角,文獻資料分析,系統論,意義,related-to
系統論,視角,問卷調查,系統論,問卷調查,related-to
系統論,視角,深度訪談,系統論,深入探討,related-to
方法,探討,大陸新聞教育,方法,中國教育本質,affect
大陸新聞教育,變革,過去二十多年,中國教育本質,過去,changed-by
大陸新聞教育,擴展,辦學規模,中國教育本質,辦學規模,affect
新聞教育,轉化,多專業,新聞教育,多專業,changed-by
新聞教育,轉化,大眾傳播學,新聞教育,大眾傳播學,changed-by
研究重點,日趨,多元化,研究所,多元,increased-by
大陸新聞教育,制約,政治意識形態,中國教育本質,能力,requires
教育體制改革,落後,大陸新聞教育,體制外抗爭,中國教育本質,not-increased-by
學術理論,保守,大陸新聞教育,學術,中國教育本質,not trigger
教學內容和課程設置,陳舊,大陸新聞教育,體制,中國教育本質,not changed-by
教育崗位,呈,逆向淘汰,教育崗位,逆向淘汰,not-related-to
大陸新聞教育,不適應,市場經濟,中國教育本質,市場經濟,not-related-to
大陸新聞教育,過度束縛,政治體制,中國教育本質,政治教條,depends-on
大陸新聞教育,決定,新世紀,中國教育本質,新世紀,decided-by
文獻調研法,反映,中國學術期刊評價的現狀,文獻回顧,闡明,related-to
比較研究方法,反映,中國學術期刊評價的現狀,規劃,闡明,related-to
管理部門,評價,期刊的概況,管理部門,闡明,related-to
高等院校,評價,期刊的概況,高等院校,闡明,related-to
研究院所,評價,期刊的概況,研究所,闡明,related-to
學術團體,評價,期刊的概況,學術,闡明,related-to
期刊資料出版商,評價,期刊的概況,型態,闡明,related-to
評價期刊的概況,比較,異同,意義,疑義,related-to
學術期刊評價,分析,進展,剖析,進展,affect
學術期刊評價,分析,存在的問題,剖析,變項,affect
提出,相應措施,存在的問題,特徵,變項,requires
提出,今後發展走向,學術期刊評價,特徵,剖析, related-to
城鎮地區,勞動力,就業問題,城鎮居民,就業問題,depends-on
公開性,失業率,高,公開性,高度,depends-on
企業職工,低度,就業,工作,就業,not_increased-by
下崗職工,再,就業,下崗工人,就業,related-to
大陸學者,研究,指出,大陸遊客,特徵,affect
城鎮地區,下崗無業人員,登記失業人員,城鎮居民,改革,not is-a
城鎮地區,實際失業率,超過9%,城鎮居民,超過9%,related-to
國有企業,現有職工,冗員率,國企,冗員率,is-a
冗員率,大約在,40%,冗員率,40%,related-to
台灣上市公司,聘任,獨立董事,台灣上市公司,獨立媒體,decided-by
獨立董事,聘任,投資,獨立媒體,投資,decided-by
獨立董事,聘任,宣告效果,獨立媒體,宣傳,decided-by
宣告效果,優於,獨立董事聘任之前,宣傳,獨立董事比例,depends-on
監督機制,有助於,降低公司過度投資疑慮,監管單位,能力,triggered-by
投資,至,大陸,投資,大陸,related-to
代理問題,引發,過度投資,代理問題,過度開發,triggered-by
公司,有,代理問題,公司,代理問題,depends-on
監督機制,薄弱,公司,監管單位,公司,not-increased-by
獨立董事,聘任,提升宣告效果,獨立媒體,能力,decided-by
公司,包括,成長機會較低,公司,將來的生活,include
公司,包括,資訊不對稱程度較大,公司,剖析,include
公司,包括,董事會持股比率較低,公司,闡明,include
公司,包括,法人持股比率較低,公司,特徵,include
公司,包括,董事長身兼總經理,公司,流亡台灣人,include
公司,包括,家族企業,公司,家族企業,include
高品質的會計準則,產生,高品質會計資訊,闡明,高品質會計資訊,Created-by
美國,提出,高品質會計準則問題,美國,規劃,depends-on
會計準則,進行,評估,會計準則,評估,affect
會計準則,取決於,利益相關者對它的認同程度,會計準則,能力,depends-on
會計準則,利益相關者,評價,會計準則,評估,related-to
利益相關者,評價,會計準則的品質,利益,考量,related-to
會計準則,品質特徵,評估項目,會計準則,評估項目, related-to
六類利益相關者,進行了,問卷調查,特徵,問卷調查,triggered-by
評估項目,涉及,會計準則制定機構,評估項目,特徵,related-to
評估項目,涉及,制定程式,評估項目,檔案,related-to
評估項目,涉及,已發佈會計準則的滿意度,評估項目,闡明,related-to
評估項目,涉及,存在問題,評估項目,疑義,related-to
受訪者回答結果,分析,我國會計準則評價的初步結論,意見,剖析,affect
初步結論,提出,提高我國會計準則品質的政策性思路,初期反應,考量,depends-on
中共,推動,行政改革,中共,行政改革,affect
行政改革,包括,大部制,行政改革,大部制,include
試點方案,包括,廣東省順德區,試點方案,廣東省順德區,include
廣東省順德區,是,先進,廣東省順德區,先進,related-to
改革過程,出現,現象,轉型,現行,triggered-by
現象,是,黨政合一,現行,黨政合一,related-to
黨政合一,是,新集權主義,黨政合一,新集權主義,related-to
地方,和,省級,本地區,省制,related-to
改革進程,不一,地方和省級,改革路線,闡明,not related-to
改革者,創新,府際管理,改革者,府際管理,affect
中共,推動,大部制,中共,大部制,affect
推動,意涵,侷限,推動,限制,related-to
九○年代,以來,大陸都市報,九○年代,大陸都市報,related-to
大陸都市報,開敔,讀者投書版,大陸都市報,讀者投書版,not depends-on
大陸都市報,徵求,個人看法,大陸都市報,看法,requires
讀者投書版,關於,公共議題,讀者投書版,公共議題,related-to
大陸媒介,讀者投書,近用權實踐,大陸媒體,效益, Created-by
筆者,提出,政績∕派系模式,笔者,型態,depends-on
政績,包括,小康社會,政績,小康社會,include
政績,包括,和諧社會,政績,和諧社會,include
省級,條件,初始條件,省制,初始條件,depends-on
初始條件,影響,選擇政改模式,初始條件,回應,affect
領導人,推動,人事制度改革,領導,改革,affect
人事制度改革,追求,和諧社會,改革,和諧社會,depends-on
經濟富裕省份,推動,行政改革,經濟較富裕,行政改革,affect
行政改革,追求,小康社會,行政改革,小康社會,depends-on
四川,佐證,論點,四川,論點,depends-on
廣東,佐證,論點,廣東,論點,depends-on
江蘇,推動,人事改革,江蘇,人事改革,affect
胡錦濤,希望,江蘇進行改革,胡錦濤,改革,depends-on
江蘇,建立,和諧社會樣版,江蘇,和諧社會樣版,Created-by
省級領導人,激進改革,派系,領導,派系,related-to
中央領導人,有,派系,中央,派系,depends-on
中央領導人,和,省級領導擁有關係,中央,部門,related-to
中央領導人,運作,派系政治,中央,派系政治,related-to
中國模式,降低,改革風險,中方,改革風險,decreased-by
Organski,提出,權力轉移理論,Organski,型態,depends-on
權力轉移理論,解釋,大國戰爭,型態,大國戰略,related-to
權力轉移理論,挑戰,權力平衡理論,型態,理念,affect
權力轉移理論,成為,主流理論,型態,主流理論,is-a
Lemke,應用,區域戰爭,Lemke,區域戰爭,depends-on
權力轉移理論,解釋,區域戰爭,型態,區域戰爭,related-to
東北亞國家,檢視,衝突行為,北亞,衝突,depends-on
中國大陸,有著,不同的行為模式,中國大陸,突破,part-of
日本,有著,不同的行為模式,日本,突破,part-of
中國大陸,發動,戰爭,中國大陸,戰爭,triggered-by
日本,發動,軍事衝突,日本,軍事衝突,triggered-by
中國大陸,是,軍事與經濟優勢,中國大陸,反應,related-to
日本,是,軍事與經濟優勢,日本,反應,related-to
權力轉移理論,無法解釋,中國大陸與日本的衝突行為,型態,特徵,not related-to
中國大陸,奉行,鄧小平指示的策略,中國大陸,能力,related-to
鄧小平,指示,韜光養晦,鄧小平,韜光養晦,related-to
臺灣學生學習成就評量資料庫,分析,國語文,能力,國語,affect
臺灣學生學習成就評量資料庫,分析,英語文,能力,英語文,affect
臺灣學生學習成就評量資料庫,分析,數學,能力,數學,affect
國語文,成績,小四,國語,小四,depends-on
國語文,成績,小六,國語,小六,depends-on
國語文,成績,國二,國語,國二,depends-on
英語文,成績,小四,英語文,小四,depends-on
英語文,成績,小六,英語文,小六,depends-on
英語文,成績,國二,英語文,國二,depends-on
數學,成績,小四,數學,小四,depends-on
數學,成績,小六,數學,小六,depends-on
數學,成績,國二,數學,國二,depends-on
父母親教育程度,控制,成績,不同,成績,affect
父親,新移民,成績,父親,成績,located-in
母親,中國大陸籍,成績,母親,成績,located-in
母親,國籍,成績,母親,成績,is-a
母親,東南亞籍,成績,母親,成績, located-in
母親,東南亞籍,負向關係,母親,負向效果, located-in
國語文,年級,差異,國語,差別,part-of
國語文,差異,保持,國語,維持,not affect
英語文,年級,差異,英語文,差別,part-of
英語文,差異,擴大,英語文,擴張,not affect
數學,年級,差異,數學,差別,part-of
數學,差異,擴大,數學,擴張,not affect
數學,擴大,不顯著,數學,空泛,affect
中國大陸,課程改革,演進歷程,中國大陸,演進歷程, changed-by
二十世紀,下半葉,現狀,二十世紀,現狀,not located-in
二十一世紀,上半葉,發展趨勢,世紀,發展需求,located-in
大陸,五十年,課程改革,大陸,課程改革,is-a
課程改革,經歷,艱難曲折的改造階段,課程改革,特徵,related-to
課程改革,經歷,「蘇化」階段,課程改革,「蘇化」階段,related-to
課程改革,經歷,革命階段,課程改革,革命,related-to
課程改革,經歷,恢復階段,課程改革,恢復階段,related-to
課程改革,經歷,改革階段,課程改革,改革階段,related-to
現行,課程體系,僵化,現行,僵化,part-of
現行,課程體系,保守,現行,保守,part-of
課程體系,滯後,大陸現代化建設,課程,能力,depends-on
課程改革,提出,構建「學生全面發展為本課程」的嶄新理念,課程改革,能力,depends-on
二十一世紀,上半葉,展望,世紀,展望,located-in
課程改革,基本走向,孕育大課程觀,課程改革,培育學術大師,related-to
課程改革,基本走向,建立課程改革運行的新機制,課程改革,能力,related-to
課程改革,基本走向,明確目的,課程改革,明確目的,related-to
課程改革,基本走向,研制目標體系,課程改革,準金融機構,related-to
課程改革,基本走向,更新教育內容,課程改革,內容,related-to
課程改革,基本走向,研制課程評價體系,課程改革,階級,related-to
課程改革,基本走向,構建多元化的課程體系,課程改革,體制外抗爭,related-to
文化研究途徑,探討,漢芯造假事件,能力,能力,affect
論述理論分析方法,探討,漢芯造假事件,敘述,能力,affect
2006年,發生,漢芯造假事件,2005年,能力,triggered-by
漢芯,被符碼化,過程,漢芯,過程,changed-by
文本,論述分析,多元論述,文本,多元論述, related-to
漢芯案,建構,多元論述,漢芯,多元論述,Created-by
多元論述,揭示,民族,多元論述,種族,affect
多元論述,揭示,政治,多元論述,政治,affect
多元論述,揭示,經濟,多元論述,經濟,affect
多元論述,揭示,知識,多元論述,感受,affect
每個面向,自成,二元對立,每個面向,二元對立,is-a
多元論述,可分析,主流,多元論述,主流,related-to
多元論述,可分析,非主流,多元論述,非主流,related-to
主流立場,表現為,科學發展觀,主流立場,科學發展觀,not changed-by
科學發展觀,是,知識經濟追趕戰略,科學發展觀,中共的關係,related-to
戰略,催化,主流立場,戰略,主流立場,triggered-by
戰略,催化,非主流立場,戰略,非主流立場,triggered-by
戰略,催化,多元論述,戰略,多元論述,triggered-by
主流,加速,建構,主流,構建,affect
非主流,加速,解構,非主流,解構,affect
多元論述,加強,介入,多元論述,介入,affect
多元論述,加強,制約,多元論述,制約,affect
多元論述,創造,行動的可能性,多元論述,能力,Created-by
科學發展觀,使得,文化圖像,科學發展觀,文化圖像,triggered-by
文化圖像,呈現,眾聲喧嘩,文化圖像,眾聲喧嘩,related-to
文化圖像,呈現,狂歡節場景,文化圖像,狂歡節場景,related-to
台灣企業,因應,全球化競爭,台資企業,全球化競爭,triggered-by
台灣企業,從事,海外投資,台資企業,海外,not depends-on
投資,居冠,中國大陸,投資,中國大陸,is-a
研發創新,為,台灣企業的競爭優勢,研發創新,改革,triggered-by
母公司,擴展,大陸子公司,母公司,大陸子公司,affect
母公司,挹注,經營績效,母公司,經營績效,related-to
研究對象,為,1999年至2007年台灣上市、櫃公司,研究所,能力,triggered-by
台商母公司,具有,研發資產,台商母公司,研發資產,include
大陸子公司,具有,財務績效,大陸子公司,財務報表,include
台商母公司,顯著正向關係,大陸子公司財務績效,台商母公司,規劃, related-to
研發資產,具有,跨地理疆界外溢效果,研發資產,能力,include
採差異化策略者,效果較大,海外子公司,闡明,海外子公司, affect
台商母公司,值得重視,策略型態之選擇或調整,台商母公司,考量,affect
1989年社會運動,歷史根源,當代中國大陸,能力,當代中國大陸, related-to
這一運動,成分,複維,體育,複維,part-of
1978至1989年,改革過程,中國,二OOO年,中方,related-to
這一運動,訴求,不同社會群體,體育,社會,depends-on
這一運動,發生,社會條件,體育,社會,triggered-by
文章,第二部分,後一九八九的歷史語境,文章,能力, part-of
知識界,反历史的總結方式,一九八九社會運動,知識界,特徵, not-related-to
中國大陸,思想狀況,知識界,中國大陸,知識界,related-to
知識界,聯繫,新自向主義意識形態,知識界,自由裁量權,related-to
知識界,剖析,理論分歧,知識界,分歧,affect
知識界,剖析,思想分化,知識界,思想分化,affect
1990 年,之後,中國大陸,二OOO年,中國大陸,related-to
福利理論面,缺少,整體性的思考,福利理論面,闡明,related-to
戶籍制度,鬆動,福利改革,戶籍,福利改革,not-affect
制度,引發,政策意涵,機制,政策路線,triggered-by
地方政府,成為,新界線,地方政府,新界線,is-a
行政區域,成為,新界線,行政,新界線,is-a
地區,轉變,戶籍制度,本地區,戶籍,changed-by
身分,決定,因素,身分,因素,decided-by
界線,意味,主導權,界線,主導,related-to
地方政府,有,主導權,地方政府,主導,depends-on
地方政府,創新,社會保障,地方政府,社會工作,affect
地方政府,創新,養老保險,地方政府,養老保險,affect
社會保障,改變,地方政府,社會工作,地方政府,changed-by
區域政策,改變,社會政策,本地區,社會工作,changed-by
改革,有,地域化現象,改革,地域化現象,depends-on
現象,反映,新形態重組,現行,概念,related-to
社會公民權,有,深遠意涵,自由裁量權,深遠意涵,depends-on
西方研究,檢視,亞洲地區學生,西方學者,本地區,depends-on
文化情境,導致,教與學結果的差異,交往,作用,triggered-by
心理動機角度,檢視,臺灣與中國大陸學生的學習動機類型,動向,能力,depends-on
學習模式,與,學習成效間關係比較,學習模式,作用,related-to
樣本調查對象,以,兩岸大學商學院學生為主,意義,回應,requires
研究變數,改編自,研究量表,研究變數,研究所,Created-by
李克特5 點尺度,進行,測量,能力,測量,affect
取樣方式,採,立意抽樣,取樣方式,立意抽樣,not Created-by
問卷填答者,以,樣本學校之二、三、四年級學生為主,問卷,定性研究,requires
臺灣有效問卷數,計,378 份,臺灣廠商,理念,include
中國大陸有效問卷數,計,273 份,對中國大陸,理念,include
AMOS 軟體,進行,結構方程模式（SEM）分析,運作,檔案,affect
臺灣學生,在,應用型學習的認知程度,台灣學生,特徵,located-in
應用型學習的認知程度,高於,大陸學生,特徵,大陸學生,not part-of
臺灣學生,在,學業認同的認知程度,台灣學生,能力,located-in
學業認同的認知程度,低於,大陸學生,能力,大陸學生,decreased-by
臺灣學生,在,角色認同對於探索型及應用型學習的正向影響,台灣學生,改革,located-in
正向影響,優於,大陸學生,導向,大陸學生,depends-on
遊憩目標干擾,影響,遊憩衝突,方法,遊憩衝突,affect
遊憩衝突,影響,調適行為,遊憩衝突,調適行為,affect
歐美,有,顯著差異,歐美,疑義,depends-on
中國大陸,有,顯著差異,中國大陸,疑義,depends-on
問卷,獲得,樣本,問卷,一定,depends-on
遊客,比較,差異,遊客,差別,related-to
科技,發展,供需失調,科技,供需失調,affect
產能投資,超過,消費需求,產能投資,消費需求,notincludes
全球供需失調,形塑,四大『慘業』,全球供需失調,四大『慘業』,changed-by
中國大陸,山寨模式再現,太陽光電產業,中國大陸,太陽光電產業, related-to
中國大陸,建構,太陽光電產業的全球領導地位,中國大陸,運作,Created-by
山寨模式,形成,價格崩潰來源,山寨模式,價格崩潰來源,created-by
價格崩潰來源,壓縮,全球廠商的生存空間,價格崩潰來源,意義,not increased-by
訪談,觀察,價值創造策略,訪談,影響,affect
模式,探究,價值創造,模式,價值觀,affect
議題,探究,價值創造,議題,價值觀,affect
山寨廠商,價格衝擊,獲利,山寨手機,獲利, affect
山寨廠商,價格衝擊,生存空間,山寨手機,生存空間, affect
先進廠商,擅長,科技創新,先進廠商,科技創新,is-a
